191;adélia arruda soares;0;20/11/2011;0;8º ano;1;413.083.278-92
192;paulo luiz lacerda soares;0;01/07/2015;1;4º ano;5;404.914.170-39
193;marcelo arruda soares;0;19/07/2015;0;4º ano;1;330.513.543-82
194;mariana amélia gonçalves guimarães castro;0;30/04/2011;0;8º ano;2;901.452.784-37
195;taís ribeiro silva;0;01/11/2013;0;6º ano;2;768.149.566-79
196;janaina cristina cidreiro martins;0;20/12/2018;0;1º ano;1;797.706.771-33
197;olivia flávia gomes rodrigues;0;12/01/2015;0;4º ano;2;487.450.759-01
198;lucas guerra;0;23/03/2011;0;8º ano;2;232.627.438-55
199;odair danielle monteiro dias lima;0;31/03/2019;1;1º período;7;010.769.427-65
200;patricia fernandes cividanes;0;27/03/2015;1;4º ano;5;249.309.905-02
201;cabo cabral loiola;0;10/08/2015;0;4º ano;4;892.502.389-51
202;alexsandra mundim;0;15/06/2017;0;2º ano;4;122.371.324-13
203;gabriela neiva costa;0;04/11/2012;0;7º ano;1;422.244.523-32
204;ariene monteiro silva q;0;15/10/2012;1;7º ano;2;522.194.504-75
205;jenniffer guimarães;0;22/11/2018;0;1º ano;1;497.341.096-56
206;niceu gomes ferreira;0;06/01/2010;0;9º ano;2;318.817.561-72
207;eloina aparecida alves pimenta;0;18/06/2012;0;7º ano;2;446.965.578-09
208;luiza garcia satnso;0;23/08/2014;1;5º ano;2;930.609.713-98
209;bruna fabiano;0;10/08/2011;0;8º ano;2;759.495.955-27
210;leandro bartels;0;18/08/2015;0;4º ano;2;952.067.618-11
211;felippe ferreira dos santos;0;07/03/2018;0;1º ano;5;247.612.697-57
212;juan fontana;0;29/03/2011;0;8º ano;1;897.327.672-76
213;patrick lúcia gonçalves tavares;0;07/05/2017;0;2º ano;4;160.215.833-35
214;karine woyames duarte coelho;0;03/03/2011;0;8º ano;1;489.637.089-65
215;renato ferreira teles;0;11/01/2013;0;6º ano;1;508.418.629-29
216;maisa miranda;0;03/01/2010;1;9º ano;1;157.112.753-74
217;glenda carolina cirilo reis;0;29/01/2017;0;2º ano;1;326.528.273-80
218;diogo lopes couto;0;24/07/2015;0;4º ano;1;168.943.576-83
219;samira neiva costa;0;08/05/2019;0;2º período;7;904.980.721-07
220;daniela drumond lanza;0;17/06/2010;1;9º ano;2;500.926.722-41
221;ana gomes almeida;0;02/01/2010;0;9º ano;1;880.058.589-58
222;gabriela olímpio de oliveira;0;29/07/2017;0;2º ano;2;232.094.166-19
223;denner otávio oliveira silva;0;08/07/2017;0;2º ano;4;437.751.240-19
224;júlia maria da cruz ferreia;0;24/06/2014;0;5º ano;2;242.121.158-18
225;josé simeão oliveira santos;0;16/07/2017;0;2º ano;1;904.251.049-25
226;teresa guimarães;0;13/08/2016;0;3º ano;3;959.131.340-49
227;misael andre ribeiro valim;0;29/03/2016;1;3º ano;1;991.766.874-89
228;vinícius víctor de pinho (pp);0;20/12/2014;0;5º ano;2;051.255.991-37
229;giovana josé rodrigues ferreira;0;06/03/2015;0;4º ano;7;092.311.407-75
230;julie seabra grossi paixão maia;0;10/08/2012;0;7º ano;1;923.393.307-52
231;patrick augusto moreira;0;02/02/2018;1;1º ano;5;838.142.800-27
232;sabrina carlos suhadolnik de oliveira;0;02/04/2012;0;7º ano;2;273.277.734-03
233;laura aparecida dos santos;0;05/07/2016;0;3º ano;5;630.830.790-56
234;michelle martins antunes ferreira;0;03/11/2010;0;9º ano;1;505.718.818-11
235;telma leite braga;0;27/05/2013;0;6º ano;2;680.804.735-96
236;ariene varella;0;23/02/2013;0;6º ano;1;857.421.819-06
237;maysa guimarães seabra eiras;0;26/12/2011;1;8º ano;1;367.237.749-98
238;dimas clara matias brasileiro;0;01/07/2017;0;2º ano;6;030.465.582-49
239;maria carolina zago;0;04/11/2012;0;7º ano;2;740.381.626-72
240;sabrina camilo nascimento coelho;0;23/06/2018;0;1º ano;1;460.911.671-80
241;adriana de frança cunha;0;04/10/2019;0;2º período;2;995.617.367-18
242;cabo araújo do nascimento;0;07/07/2017;0;2º ano;2;427.674.325-75
243;grácia xavier ramos;0;02/06/2010;1;9º ano;2;271.187.103-43
244;geovana pinho viana;0;25/12/2011;0;8º ano;1;929.097.547-83
245;josé caroline da silva;0;30/03/2018;0;1º ano;1;324.144.885-17
246;mireille gonzaga;0;15/04/2013;1;6º ano;2;331.908.434-80
247;mateus carlos suhadolnik de oliveira;0;02/09/2014;0;5º ano;2;942.758.642-69
248;laís gabriel souza;0;25/01/2017;0;2º ano;1;950.128.654-73
249;diego bortolaz;0;10/04/2019;0;2º período;2;772.125.227-33
250;andressa ertal de oliveira;0;23/05/2017;0;2º ano;6;885.841.186-02
251;brenda da conceição felizardo;0;22/09/2019;0;2º período;1;458.673.321-95
252;soraia pereira palha;0;03/03/2010;0;9º ano;2;189.957.780-18
253;dilian paula de barros inocente;0;27/10/2019;1;2º período;1;280.896.506-55
254;misael gonçalves ferreira;0;08/10/2010;0;9º ano;2;781.599.666-95
255;juslane glória de castro lima;0;03/03/2019;0;1º período;1;420.382.098-82
256;joene soares;0;28/04/2012;0;7º ano;2;894.690.041-01
257;gabriela augusto gama souza;0;09/11/2010;0;9º ano;1;978.578.715-39
258;mateus rita de souza;0;22/12/2014;0;5º ano;1;722.516.274-22
259;maria luiza pinto coelho marques;0;14/08/2011;0;8º ano;1;327.285.061-34
260;isabela henrique dias;0;26/03/2015;1;4º ano;3;436.403.343-97
261;joao de paula lima;0;25/04/2010;0;9º ano;2;739.121.803-51
262;renato germano de oliveira dias;0;14/01/2019;0;1º período;1;379.522.683-14
263;gabriela borges miguel;0;31/08/2018;1;1º ano;1;378.339.230-86
264;julia alves de amorim junior;0;10/08/2017;0;2º ano;3;836.314.492-92
265;marcelo de frança cunha;0;10/05/2019;0;2º período;1;992.404.871-84
266;lígia felipe félix da silva;0;06/09/2019;0;1º período;1;842.082.138-63
267;erlon sousa queiroz;0;15/06/2016;0;3º ano;6;044.938.966-57
268;guilherme castro e silva;1;11/07/2019;0;1º período;1;157.555.431-23
269;marcelo pinho viana;0;28/09/2011;0;8º ano;2;582.020.621-22
270;vinícius inácio;0;01/02/2010;0;9º ano;1;997.876.301-52
271;jessica camargos magalhães;0;11/09/2016;0;3º ano;1;123.172.766-08
272;cabo silva;0;30/01/2018;0;1º ano;1;623.203.224-97
273;marcus douglas;0;24/04/2017;0;2º ano;1;047.178.056-91
274;isabel barbosa;0;17/10/2017;0;2º ano;1;615.382.829-91
275;mariana chrystina rodrigues ferreira leles;0;26/08/2018;0;1º ano;3;004.024.651-64
276;juscelino de carvalho homem;0;18/04/2010;0;9º ano;2;525.069.501-10
277;maria sampaio;0;15/11/2016;0;3º ano;1;489.635.330-58
278;flávia rodrigues frança;0;02/03/2017;0;2º ano;1;987.375.569-46
279;dalila perini;0;17/05/2010;0;9º ano;2;796.298.538-50
280;franklin marques pena;0;28/07/2016;0;3º ano;2;634.889.232-59
281;hernany batista de jesus;0;10/10/2018;0;1º ano;4;989.181.656-97
282;lorena bezerra de menezes;0;05/04/2019;0;2º período;1;740.716.768-78
283;francisco guimarães;0;28/09/2011;0;8º ano;1;459.428.571-53
284;josé caroline martins da silva;0;29/08/2010;1;9º ano;1;772.491.888-58
285;maurício nunes reis silva;0;03/12/2012;0;7º ano;2;966.301.806-35
286;gabriela rodrigues pereira;0;29/08/2019;1;1º período;4;050.787.431-94
287;carolina maria paulino rocha;0;04/05/2018;0;1º ano;7;761.716.809-57
288;cristiana maria caetano alvariza;0;17/02/2016;0;3º ano;7;865.181.857-21
289;iara fabiano;0;28/01/2019;0;1º período;1;699.899.783-79
290;pedro marina oliveira valadares;0;30/04/2011;0;8º ano;2;826.984.289-67
291;janaina glória de castro lima;0;04/05/2013;1;6º ano;1;632.711.265-85
292;vinnicius de castro;0;29/07/2018;1;1º ano;1;806.481.515-70
293;vitor inácio de medeiros;0;16/12/2011;0;8º ano;1;896.694.359-23
294;antônio ferreira romano;0;14/07/2011;0;8º ano;1;498.812.069-03
295;paula kassia sirqueira;0;04/05/2011;0;8º ano;2;368.736.793-18
296;joao batista azevedo;0;21/10/2010;1;9º ano;2;338.988.594-81
297;dimas da cunha coelho;0;28/05/2015;0;4º ano;1;629.504.089-71
298;danilo caires santana afonso;0;02/11/2012;0;7º ano;1;901.070.303-48
299;cristina dos anjos fernandes;0;04/11/2015;0;4º ano;6;552.453.327-76
300;vanderlei sepini gomes;0;11/01/2017;0;2º ano;1;588.201.910-62
301;eliza kristine silva;0;24/02/2011;0;8º ano;2;437.525.362-21
302;josé marques pena;0;21/06/2010;0;9º ano;2;195.561.186-47
303;raimundo daniela de oliveira;0;09/07/2012;0;7º ano;2;583.006.529-87
304;vicente rodrigues soares;0;11/08/2010;0;9º ano;2;247.383.671-69
305;kalil sena mata oliveira;0;28/10/2018;0;1º ano;5;229.339.787-70
306;yara de freitas;0;16/08/2011;0;8º ano;1;989.766.100-55
307;hernany torres dias;0;02/03/2019;0;1º período;1;631.710.833-90
308;ana luiz de avelar;0;07/04/2017;0;2º ano;3;082.849.715-21
309;ana henrique pereira venâncio;0;17/11/2019;0;2º período;1;794.797.804-76
310;ederson antonino de lima amaral;0;04/07/2017;0;2º ano;4;659.916.194-25
311;richard vitor;0;25/05/2017;0;2º ano;4;805.248.233-71
312;fabiana daniela rodrigues;0;05/05/2016;1;3º ano;4;960.101.821-75
313;angélica janones;0;02/09/2013;0;6º ano;1;571.929.834-77
314;sofia luiza silva minucci;0;19/06/2013;0;6º ano;2;119.546.449-61
315;helen ferraz;0;10/06/2015;0;4º ano;1;075.417.032-60
316;ayla camila pereira dos santos;0;17/08/2019;0;1º período;1;770.269.661-41
317;rúbia paula da cruz;0;23/09/2018;1;1º ano;4;397.465.914-83
318;amanda mendes de almeida;0;30/08/2015;0;4º ano;3;851.419.434-01
319;raphael do vale ramalho filho;0;05/03/2013;0;6º ano;1;626.223.621-24
320;dayvid rodrigues soares santana;0;21/01/2011;0;8º ano;2;142.459.618-91
321;paula batista costa;0;22/08/2016;0;3º ano;3;403.500.472-67
322;fabio rodrigues pereira;0;17/12/2014;1;5º ano;2;717.126.232-22
323;pedro augusto oliveira silva;0;04/11/2014;1;5º ano;2;711.989.174-59
324;bruno balbino colpa;0;14/11/2013;0;6º ano;1;212.613.146-42
325;lyla de almeida melgaço constantino;0;28/03/2018;0;1º ano;1;155.953.430-50
326;adriana henrique dias;0;10/01/2014;0;5º ano;2;048.619.880-44
327;rafaela piter;0;21/07/2010;1;9º ano;2;075.345.034-06
328;maíra lidia resende paula;0;15/08/2019;0;1º período;2;679.902.370-92
329;iara carlos ferreira;0;10/10/2010;0;9º ano;2;269.738.497-44
330;gustavo lucia lodi de faria;0;17/09/2018;0;1º ano;3;417.503.591-42
331;vicente campos da silva;0;08/12/2011;0;8º ano;2;405.477.818-35
332;erlon lopes lima naves;0;27/12/2016;0;3º ano;1;332.818.376-21
333;bruna da costa;0;21/11/2011;0;8º ano;1;300.412.570-86
334;natália lorena da silva;0;07/07/2016;0;3º ano;1;231.471.975-71
335;aline maria de oliveira;0;16/12/2012;0;7º ano;1;548.619.766-20
336;fábio papp geraldi;0;16/04/2015;0;4º ano;5;983.569.654-76
337;iolaine da cruz da silva primo;0;28/02/2019;0;1º período;4;077.996.827-93
338;larissa caroline martins da silva;0;28/01/2014;0;5º ano;2;810.916.930-08
339;rodrigo cristina coelho;0;03/04/2013;0;6º ano;2;966.642.311-29
340;patricia maria de paula;0;23/03/2019;1;2º período;5;866.677.367-26
341;janaina maria vieira abrahão;0;17/05/2019;0;2º período;1;982.417.952-35
342;lucas henrique moreira ferreira;0;10/02/2017;0;2º ano;5;641.550.370-06
343;raphaella ramalho;0;28/01/2017;0;2º ano;3;644.899.847-63
344;anthony tarcio ananias da silva;0;05/01/2013;0;6º ano;1;373.688.094-30
345;hugo de jesus pereira;0;05/01/2016;0;3º ano;1;349.564.580-20
346;grácia gabriela machado;0;20/05/2010;0;9º ano;1;406.482.446-33
347;lorena lucia lodi de faria;0;16/07/2010;0;9º ano;1;883.167.665-98
348;lincoln martins batista s da matta;0;22/07/2016;0;3º ano;6;301.691.648-69
349;mateus souza rezende;0;29/01/2013;0;6º ano;2;690.822.106-09
350;gabriela schmitz duarte;0;02/02/2014;1;5º ano;2;010.160.624-24
351;cláudia vinícius andrade guimarães;0;18/08/2017;0;2º ano;1;983.916.489-84
352;lafayette flávio de figueiredo fernandes;0;03/09/2014;0;5º ano;2;112.919.290-61
353;luiz botto andrade;0;11/12/2011;0;8º ano;1;633.811.424-53
354;alexssandro maria vieira abrahão;0;02/05/2019;0;2º período;1;249.979.272-45
355;alexsandra novaes guimarães;0;23/01/2019;0;1º período;1;369.349.143-70
356;kamilla henrique de leles;0;13/06/2013;0;6º ano;2;382.437.680-32
357;natalícia sena campos;0;17/07/2013;1;6º ano;2;856.388.978-22
358;esther aparecida negri;0;26/07/2014;0;5º ano;2;880.072.826-33
359;laís arbex;0;10/01/2016;1;3º ano;6;085.433.817-79
360;gabriel pena;0;30/11/2019;0;2º período;1;184.384.429-27
361;eduardo azevedo silveira;0;29/10/2019;0;2º período;3;661.434.950-86
